name,date,area,Q_cms,Ca,Mg,Na,K,Cl,SO4,NO3,X_pyrite,X_pyrite_sd,X_rain,X_rain_sd,X_fertilizer,X_fertilizer_sd
SH,2010-04-14T00:00:00Z,0.08,6.908862254050926e-4,757.63,431.42,153.58,23.14,21.88,95.52,NA,0.7099699778964941,0.07852078025079079,0.2793609485052188,0.07345716693425755,NA,NA
SH,2010-04-15T00:00:00Z,0.08,5.355107007941101e-4,303.46,126.56,31.68,25.56,22.91,94.8,NA,0.8286706384706161,0.0806047766839995,0.17090550393226028,0.06911469394405614,NA,NA
SH,2010-04-16T00:00:00Z,0.08,4.3833188223379625e-4,304.81,130.36,32.4,26.35,22.19,88.16,NA,0.7965839439880208,0.08367737348525171,0.20272714373594794,0.07501745259648816,NA,NA
SH,2010-04-17T00:00:00Z,0.08,2.28145892650463e-4,316.17,137.41,32.73,28.71,22.67,90.17,NA,0.7976793364070929,0.07431999402355571,0.19459710189929752,0.07370600796240859,NA,NA
SH,2010-04-18T00:00:00Z,0.08,3.0064782278806584e-4,321.33,136.67,31.94,27.8,24,92.1,NA,0.8028528858645806,0.07476668460218952,0.19628273522811324,0.0674422337139901,NA,NA
SH,2010-04-19T00:00:00Z,0.08,3.962094874453446e-4,328.97,136.31,32.87,26.86,22.49,93.35,NA,0.8206332153378225,0.06590138586737156,0.18161264054773382,0.0644512990099821,NA,NA
SH,2010-04-20T00:00:00Z,0.08,4.40563912358539e-4,333.91,136.3,33.23,27.11,24.12,89.73,NA,0.8032127670200794,0.07162745085487715,0.1887224155055508,0.07320024501966689,NA,NA
SH,2010-04-21T00:00:00Z,0.08,2.6399739647633747e-4,357.27,146.21,33.22,28.2,22.46,89.76,NA,0.8413559965914666,0.06751571150607705,0.15893319112758195,0.06531522190517675,NA,NA
SH,2010-04-22T00:00:00Z,0.08,1.9173097061471196e-4,721.8,424.9,153.16,23.39,22.14,89.59,NA,0.7049623688123421,0.05798557978792664,0.28913159830440016,0.05900294422804315,NA,NA
SH,2010-04-23T00:00:00Z,0.08,1.5169511959876544e-4,379.85,153.5,33.37,28.91,25.07,85.22,NA,0.8040811466435133,0.08134183318688772,0.18631318943285036,0.07756268411998796,NA,NA
SH,2010-04-24T00:00:00Z,0.08,4.5640190321180553e-4,397.8,159.19,35.16,31.61,24.88,92.3,NA,0.8296384881499552,0.07169131259924048,0.16276517216858588,0.06665220631550052,NA,NA
SH,2010-04-25T00:00:00Z,0.08,7.247934269708076e-4,389.43,153.9,37.4,30.43,29.99,85.69,NA,0.7660611873385423,0.10056873874512766,0.23422576876208992,0.09308752514858219,NA,NA
SH,2010-04-26T00:00:00Z,0.08,5.413218508873456e-4,369.58,152.79,36.48,32.75,27.81,84.72,4.15,0.7731561691710889,0.09475911922614623,0.21748069611342066,0.09086475751081655,NA,NA
SH,2010-04-27T00:00:00Z,0.08,0.0014266878966531634,392.78,160.65,36.13,32.75,20.9,90.78,NA,0.8340179019122267,0.07301128347722398,0.1572762030138272,0.06435423995119671,NA,NA
SH,2010-04-28T00:00:00Z,0.08,0.0016983241665059156,131.74,88.79,24.27,26.12,29.27,130.85,NA,0.13244166586230796,NA,0.9161138062041202,NA,NA,NA
SH,2010-04-29T00:00:00Z,0.08,0.0013557548790348508,6.46,80.42,28.86,18.97,20.94,79.22,NA,0.15397939309495784,0.0493659376402028,0.8447151001320565,0.0561130451729928,NA,NA
SH,2010-04-29T00:00:00Z,0.08,0.0013557548790348508,64.14,83.71,21.7,27.85,24.7,117.18,NA,0.10476498995774397,0.013483687057224872,0.9034012023002613,0.05090663010558367,NA,NA
SH,2010-04-29T00:00:00Z,0.08,0.0013557548790348508,157.72,95.59,26.68,29.02,18.9,89.35,NA,0.3207661429030283,0.1359791396907734,0.6682510964102464,0.1445645373277177,NA,NA
SH,2010-04-29T00:00:00Z,0.08,0.0013557548790348508,149.62,94.62,25.08,26.65,43.58,139.08,1.14,0.18946223529621325,0.048838202073603475,0.8067269698988002,0.06497341922484426,NA,NA
SH,2010-04-30T00:00:00Z,0.08,8.554470476466049e-4,173.26,101.49,27.76,27.46,30.38,126.17,NA,0.1755311159092159,0.04391010086674776,0.825602347844982,0.07475573864455291,NA,NA
SH,2010-05-11T00:00:00Z,0.08,0.0015420090680459107,249.23,120.49,30.79,28.03,40.81,87.95,1.53,0.36024438108320944,0.12721098667368402,0.6412997003929576,0.12294206850472122,NA,NA
SH,2010-05-12T00:00:00Z,0.08,0.01514214266894933,81.77,70.16,20.42,27.07,25.2,77.98,8.39,0.18320593878910285,0.06442124543755962,0.817551285868903,0.0649623050786103,NA,NA
SH,2010-05-13T00:00:00Z,0.08,0.01072382259677212,55.9,74.44,21.65,28.77,19.76,75.78,NA,0.200320042241774,0.06571308272439166,0.7967563832085603,0.06894743027473842,NA,NA
SH,2010-05-13T00:00:00Z,0.08,0.01072382259677212,111.62,79.57,22.23,26.62,23.55,84.69,NA,0.2840157362756513,0.24804003016025764,0.6896589194879805,0.2571215337186538,NA,NA
SH,2010-05-13T00:00:00Z,0.08,0.01072382259677212,107.17,77,21.05,26.27,27.88,78.11,7.23,0.25196678887100804,0.1804341216995406,0.7314689754800682,0.18876992659057762,NA,NA
SH,2010-05-14T00:00:00Z,0.08,0.004789248965567129,131.41,83.41,23.69,27.42,34.1,81.86,11.04,0.29191162425959905,0.18247969397129116,0.7089876552858708,0.17729780594379577,NA,NA
SH,2010-05-15T00:00:00Z,0.08,0.002581902715084876,153.4,89.6,23.95,27.14,37.27,82.45,NA,0.2208586464736321,0.05288169196604956,0.7733601791683683,0.06019219756219142,NA,NA
SH,2010-05-16T00:00:00Z,0.08,0.0015362429076646092,176.44,96.15,26.44,27.93,38.3,82.86,5.73,0.28976340825251456,0.09522013947692573,0.7004354181972171,0.10134199169262922,NA,NA
SH,2010-05-17T00:00:00Z,0.08,0.0011659899006558642,201.1,104.54,27.82,28.45,37.19,93.13,7.35,0.26322185317834157,0.07129268081204898,0.7259954122078767,0.06605298250744197,NA,NA
SH,2010-05-18T00:00:00Z,0.08,0.001064845344971708,225.73,107.18,27.91,28.21,65.22,89.29,3.43,0.4170579421663869,0.17886449790978293,0.5770078600436178,0.19028111046828483,NA,NA
SH,2010-05-18T00:00:00Z,0.08,0.001064845344971708,213.76,106.53,27.97,28.08,37.1,89.31,2.75,0.29979015328316666,0.11283971211598945,0.6984279390307826,0.11740513728950586,NA,NA
SH,2010-05-27T00:00:00Z,0.08,4.102358163740998e-4,59.49,82.51,22.36,29.13,23.36,89.51,1.73,0.1429086386375592,0.05569675826866983,0.8475466718337363,0.07559078768453267,NA,NA
SH,2010-05-27T00:00:00Z,0.08,4.102358163740998e-4,234.59,118.96,29.24,29.72,33.86,99.81,NA,0.27453508995508985,0.08333126958613593,0.7188482225916367,0.0922758943227986,NA,NA
SH,2010-06-01T00:00:00Z,0.08,1.7648694661458335e-4,338.6,147.21,37.25,35.54,55.73,93.28,NA,0.5825514738382206,0.14835837905876223,0.41597524433283334,0.14900585910098205,NA,NA
SH,2010-06-02T00:00:00Z,0.08,1.3476642893197016e-4,345.87,151.65,39.15,35.01,38.25,89.78,NA,0.6642490195702223,0.1400391210872246,0.3350531038639861,0.13437395307232028,NA,NA
SH,2010-06-03T00:00:00Z,0.08,1.0736320205600566e-4,372.12,159.08,43.53,48.33,53.23,88.93,NA,0.40657941496470806,0.10186956714717327,0.5867255304851876,0.09847313041920235,NA,NA
SH,2010-06-04T00:00:00Z,0.08,1.0962094993409209e-4,381.82,160.83,39.48,36.78,51.72,84.84,NA,0.6358809518699287,0.1237337049463827,0.355464055589548,0.12442599479697593,NA,NA
SH,2010-06-05T00:00:00Z,0.08,8.470213018422069e-5,406.27,167.79,41.72,38.27,48.98,82.02,NA,0.6421809160894792,0.07636234760812592,0.3543310340226601,0.07126242608877016,NA,NA
SH,2010-06-06T00:00:00Z,0.08,6.0029257081082826e-5,403.75,167.95,39.73,36.37,58.09,88.23,NA,0.617348014320354,0.12467271221770167,0.3724531513180543,0.1245192042895276,NA,NA
SH,2010-06-07T00:00:00Z,0.08,2.685988916115291e-5,452.73,165.55,38.75,32.77,50.42,98.9,NA,0.7044223639820604,0.07591610185249505,0.29354818448796505,0.0697298969840678,NA,NA
SH,2010-06-07T00:00:00Z,0.08,2.685988916115291e-5,397.25,162.59,38.84,32.65,56.69,98.06,NA,0.6594436691824991,0.13338182790269765,0.3329577705533031,0.12781582160130328,NA,NA
SH,2010-06-07T00:00:00Z,0.08,2.685988916115291e-5,417.41,168.25,40.33,36.06,49.61,95.04,NA,0.6790496132849111,0.07569545665015809,0.32057516883055526,0.07785619563819181,NA,NA
SCO,2014-09-08T00:00:00Z,120.670754,0.12881921801400137,1117.84,435.19,120.23,38.27,209.47,158.14,52.54,0.5613488217427252,0.09456053331803523,0.12513713091049278,0.0376933275917681,0.3199799636004275,0.08776630600425928
SCO,2014-09-12T00:00:00Z,120.670754,0.1502948754710891,1251.12,502.88,130.11,39.72,238.83,176.6,62.91,0.48048252896574506,0.09742208777747884,0.12163975727714645,0.04204751556232078,0.4091827150519186,0.09705338705958969
SCO,2014-09-19T00:00:00Z,120.670754,0.11675294717806227,1241.55,531.56,121.41,34.48,236.02,190.45,69.91,0.4486778639540882,0.07489214657832541,0.10157133313044597,0.03330949910872651,0.45207962035832144,0.08615785665133273
SCO,2014-09-26T00:00:00Z,120.670754,0.11005100842262938,1276.53,570.62,118.65,40.12,241.19,196.79,55.63,0.5660411744450701,0.0862473287416221,0.1290345473947299,0.040341253730382096,0.3020339240621132,0.07538085850654358
SCO,2014-10-04T00:00:00Z,120.670754,0.626585903549185,930.57,357.75,95.91,119.81,205.13,155,55.41,0.4891082254708426,0.06983117857342167,0.1421321838394258,0.034965704993228625,0.3767703529426152,0.07852154976140951
SCO,2014-10-17T00:00:00Z,120.670754,0.6249720735045248,810.32,247.68,105.59,59.63,233.66,125.34,50.42,0.4918270508255749,0.06443095889065896,0.1549925877141303,0.059398775653433246,0.35424382799166465,0.0580469208069239
SCO,2014-10-23T00:00:00Z,120.670754,0.2736624947823126,1082.78,378.66,103.58,42.76,176.7,156.12,56.07,0.4994720883839322,0.08821710255033653,0.14425656793335584,0.05521290361938896,0.3614254153453413,0.08794635907229727
SCO,2014-10-31T00:00:00Z,120.670754,0.1968768081298303,1139.4,431.22,114.49,39.69,185.23,170.02,58.58,0.46722353894643803,0.08731182304540488,0.11098515611316481,0.03157322138809935,0.41836633498919196,0.08895741879157121
SCO,2014-11-06T00:00:00Z,120.670754,0.22569754785902454,1161.64,446.22,104.6,39.82,180.42,171.88,60.89,0.4723869671965251,0.0798247285096715,0.09962555164265892,0.027943947146077598,0.43136183690174895,0.08269980873769955
SCO,2014-11-14T00:00:00Z,120.670754,0.14802240987912216,1147.95,440.18,102.37,34.22,178.44,173.2,74.56,0.5718825834228347,0.06680695020348522,0.08011028469886486,0.021442739827690488,0.35031946422474697,0.07922220440811809
SCO,2014-12-06T00:00:00Z,120.670754,1.715526284162261,660.83,182.86,142.77,144.75,237.19,115.94,106.94,0.19225634383195206,NA,0.1307160389189747,NA,0.6478274452902657,NA
SCAL,2015-10-23T00:00:00Z,15.794552,0.01843143371167657,1718.7,92.1,256.6,36.8,153.2,140.3,101.1,0.4256056938241936,0.05498142189494059,0.2318822394822871,0.061251262948320354,0.35341700909014784,0.04297482125759466
SCO,2015-05-11T00:00:00Z,120.670754,0.5928972425936678,837.71,320.86,115.59,33.38,164.96,139.55,55.82,0.43997336542320614,0.08103914969129057,0.16958956858223076,0.04116608605271663,0.3994879336899993,0.08766575741319577
SCO,2015-07-16T00:00:00Z,120.670754,1.1226092143684723,972.22,320.43,124.99,52.49,142.15,109.14,86.76,0.39079427134643147,NA,0.10769338394042394,NA,0.546111147388593,NA
SCO,2015-07-20T00:00:00Z,120.670754,2.9404351161175244,727.45,233.23,94.07,44.13,106.8,84.42,54.07,0.4344375986898811,0.021244236651988276,0.12608551805802584,0.020551599805603518,0.46707419951667406,0.013490930042304944
SCO,2015-07-24T00:00:00Z,120.670754,0.843929108091202,978.06,367.18,104.52,36.88,131.11,122.9,88.85,0.4474592602315706,0.10816606411855434,0.11649886772576304,0.061969777293180296,0.4361793476640308,0.12086533986336662
SCAL,2016-09-16T00:00:00Z,15.794552,0.0022841779210429655,436.7111697,117.78336,287.6536662,23.78490792,374.0500967,53.21787898,20.24151201,0.2504603465273448,NA,0.43944956705737304,NA,0.26913097468487784,NA
SCAL,2016-10-26T00:00:00Z,15.794552,0.01540476245046693,390.0077042,118.2349311,327.9802347,29.26725714,434.6084987,66.22018305,2.850074301,0.39619352268562363,0.047020214469591884,0.5641177984132777,0.05342218607304068,0.044150082419390495,0.009593176392231164
SCAL,2017-04-21T00:00:00Z,15.794552,0.2850349226072092,162.931733,58.08538643,256.5716332,19.92533733,276.8368853,70.58680641,6.167553674,0.2793866247968349,0.07479418458293345,0.6178784087818431,0.08348607673612282,0.10296217513313345,0.029066518021708978
SCAL,2017-06-28T00:00:00Z,15.794552,0.060783399076509224,204.6583372,62.89287337,279.0433434,20.53807673,272.3953168,67.26699585,11.54586805,0.19631424352583232,0.04612155772764926,0.6140736841873065,0.07517263875583151,0.1940479650659666,0.057342768965644775
SCAL,2017-07-07T00:00:00Z,15.794552,0.04133946817842737,247.0201371,69.31642977,265.6051555,20.99122162,254.368498,60.59161685,13.48539959,0.20507156668686927,0.05169125029767017,0.5950752473403653,0.06813408002155327,0.21094007225469327,0.049822054017601064
SCAL,2017-07-13T00:00:00Z,15.794552,0.03698582111727037,314.7482205,82.36670403,286.8582314,22.70544877,290.6397536,63.18661467,16.24751853,0.2791993868640645,0.039768154880092874,0.5050663622505858,0.05040173698613549,0.22455358898429414,0.0504561832349217
SCAL,2017-07-19T00:00:00Z,15.794552,0.04673103412961651,266.6200519,74.752316,277.6661848,20.23378691,278.2606854,62.42070526,13.1046237,0.22307473630271524,0.052027060966473054,0.5874243467770912,0.07004049300904058,0.19849875679012455,0.046934002106321704
SCAL,2017-07-28T00:00:00Z,15.794552,0.025044311559889565,326.8090592,86.9274893,306.8158281,24.0758205,306.1186805,60.85327894,13.98552657,0.2834490844796851,0.06681115809913117,0.5596961644126852,0.05665515973873611,0.16236825561447366,0.03560717401390176
SCAL,2017-08-02T00:00:00Z,15.794552,0.1334185688289652,165.2099072,53.57467472,237.2507259,19.0518783,214.0513735,66.14338609,9.539388603,0.16633577137915984,0.052899468113666234,0.6605002961189793,0.07960510187759269,0.17473848547089163,0.051588543041157085
SCAL,2017-08-09T00:00:00Z,15.794552,0.0640867332861676,234.6485882,66.04816449,255.7753004,17.14137052,262.5672395,63.41492162,10.32037795,0.25806181647177695,0.057498953657205344,0.5666023513132156,0.07312238409268063,0.1733077277213287,0.045805030459190495
SCAL,2017-08-22T00:00:00Z,15.794552,0.04297267530556545,248.8166019,70.8889668,253.4748519,18.37891504,267.5096258,61.75868066,10.98660246,0.28865585347014744,0.05909577942321448,0.5335242159899759,0.07052934378957922,0.18656837387594893,0.04308864401901965
SCAL,2017-09-05T00:00:00Z,15.794552,0.025603336541353442,321.823252,84.15582824,274.7207695,21.75049878,278.9333946,62.0290699,17.15511611,0.29079835664093495,0.0635802429817385,0.4839166636060767,0.04300476260248955,0.23533568741898236,0.05647090766557686
SCAL,2017-09-19T00:00:00Z,15.794552,0.02147972157627986,304.9518452,86.13185748,296.0202918,22.17053607,322.6390078,57.42609773,9.436638458,0.3687542083462187,0.044097272041812415,0.48731649361523,0.029995217521192552,0.1508719918101051,0.0349046237130891
SCAL,2017-10-03T00:00:00Z,15.794552,0.012849072482857595,369.7682153,97.54687643,281.3754444,21.369418370000002,326.8873962,57.80905492,8.41453691,0.411547264040534,0.031114452915878464,0.4725422804720988,0.03387849826645043,0.1182891394807073,0.02841740149587273
SCAL,2017-10-18T00:00:00Z,15.794552,0.019337917941360316,349.2709338,96.33917407,304.8178477,24.89323876,346.8229616,63.76758134,7.450690743,0.4103931688178919,0.047926059038623695,0.49195808942554,0.04633847075715373,0.10552882455883615,0.025756768521479984
SCAL,2017-10-23T00:00:00Z,15.794552,0.016684625602452464,374.3306383,99.64125598,306.7159532,23.99332148,343.2461867,61.09658484,7.686606137,0.4078729279809903,0.03581294829234869,0.48743471431236773,0.04885393030584928,0.11089898432085869,0.031032633646101163
SCAL,2017-11-09T00:00:00Z,15.794552,0.1408164263934504,144.0238553,50.34951748,176.8306343,17.93286856,191.9369381,67.4973397,4.000498534,0.3419617240569658,0.10138562244596774,0.5826325564542318,0.11645609412804662,0.08191955827497131,0.025224984877835914
SCAL,2018-02-28T00:00:00Z,15.794552,0.5510597057193,104.208044,40.30048166,164.2831903,18.1434913,208.4357659,69.963043,10.90586531,0.15885512172954086,0.058839257869229715,0.6121588606790003,0.09870342586144909,0.21764187019988818,0.07883781755244676
SCO,2016-09-16T00:00:00Z,120.670754,0.006697079487713163,1261.77651,636.2476857,139.6931225,66.30820783,212.673665,205.1618658,43.12795491,0.6229407727021153,0.08593136532971445,0.12700425631989046,0.052791997993491956,0.254348135991836,0.06910831403672917
SCO,2016-10-12T00:00:00Z,120.670754,0,1209.02894,543.8955148,148.0874127,56.15333659,211.6945562,195.3026955,28.38365582,0.6750185471966361,0.0791150277322648,0.12762553282474826,0.03651840630904229,0.19874607786366716,0.07139557399961229
SCO,2016-11-14T00:00:00Z,120.670754,0.01870450254721537,1145.720025,460.4967036,167.4003254,42.97629309,209.34652,175.8840678,26.48154231,0.6480820154557528,0.09049252545984207,0.15911271496134294,0.05909908877017456,0.19164988922213225,0.07202939614363153
SCO,2017-02-13T00:00:00Z,120.670754,2.5020432369887486,518.4996994,152.0028056,163.8183996,36.85299659,224.0670737,107.7644377,45.20912249,0.3251573382910782,0.06551565561319775,0.258336246176881,0.07662927596937906,0.41832894176792856,0.09499279321210699
SCO,2017-04-21T00:00:00Z,120.670754,0.4815308369696633,727.7429325,259.8306802,130.4928743,29.37156947,150.293827,118.588775,41.03311529,0.5158898698172257,0.07595184177464352,0.17985964002631372,0.041025302658111044,0.30343701984950305,0.06961872724098934
SCO,2017-06-28T00:00:00Z,120.670754,0.684423257221566,923.1753267,327.510319,116.1975293,34.28797288,132.3144329,123.5730891,75.49366966,0.4606490145448802,0.07106739189657767,0.12281525227306962,0.046312986375727845,0.4156522176275422,0.09076136766568269
SCO,2017-07-07T00:00:00Z,120.670754,2.4190573232768298,1128.964725,398.5149647,140.3137498,50.01175138,161.5611491,132.4912385,83.67748687,0.44297088302644483,0.12435273678021033,0.14337019322407665,0.05529475572826356,0.3769589315989927,0.1333898888736164
SCO,2017-07-13T00:00:00Z,120.670754,1.843190357502675,1149.20999,436.1488054,133.3747706,41.79951254,161.0337001,144.1586966,87.46283474,0.456139359670505,0.06839028822182325,0.09256070604640926,0.021091640592424847,0.44376559582666997,0.07465123083403101
SCO,2017-07-19T00:00:00Z,120.670754,2.1848272593672267,930.78996,326.0277892,127.1970617,41.08377047,138.9156691,116.5143659,61.11631986,0.49171371366731237,0.08553366343776724,0.1301092241213834,0.031080401759355097,0.38146138691319736,0.08725065215331454
SCO,2017-07-28T00:00:00Z,120.670754,1.635948905859971,1143.60416,432.3574395,139.3042966,41.80028708,159.0718543,145.1659154,76.23979423,0.5312299913256536,0.07277889391796304,0.11531472273010263,0.02306684929381636,0.3572481840515658,0.06777442848165156
SCO,2017-08-02T00:00:00Z,120.670754,2.427295626551544,681.7970752,221.9107467,114.6975829,31.85196468,119.7979074,98.95454774,45.08621811,0.4879965344071894,0.0720577101967462,0.15738260007239194,0.04795406160452312,0.35936858900714924,0.07115120857238996
SCO,2017-08-09T00:00:00Z,120.670754,2.0573722118900277,807.0210329,271.496062,127.6940568,36.16101046,135.5351602,106.9749127,45.7565633,0.4898354757486526,0.06123033946643255,0.14553855326860468,0.023454890285005713,0.3663131777370244,0.06111636627212936
SCO,2017-08-22T00:00:00Z,120.670754,2.1631312240815914,842.8657231,286.6066693,132.0082695,52.94294631,148.7312084,106.9639252,47.90209197,0.5062877589771559,0.11514666247291165,0.1363020073444195,0.03131340807682535,0.3689297401621939,0.09747467567384614
SCO,2017-09-05T00:00:00Z,120.670754,1.833264749019359,970.4634858,342.362986,147.5897664,49.07253159,160.5647159,121.0312918,49.71767657,0.5063733865037103,0.085543130172624507,0.14136863667213806,0.04485410396018328,0.3578669555509759,0.058616683992993655
SCO,2017-10-23T00:00:00Z,120.670754,1.8292994157656022,1223.538235,455.4117816,151.6792391,48.52707561,196.1718126,155.8231001,48.83831155,0.5379787061392156,0.08095736802839759,0.1693108366940257,0.045431618777783254,0.2943165316196244,0.08250574450989642
SCO,2017-11-09T00:00:00Z,120.670754,3.4708270849738803,745.3834748,241.1245267,107.7026162,47.26301359,136.8999937,111.3101233,47.94574851,0.4981579471789756,0.08215172539166424,0.13071026860485818,0.04821849414506547,0.3744765107436161,0.07641750628338906
SCO,2018-02-28T00:00:00Z,120.670754,6.620392838008183,620.7450206,225.219873,82.10285848,35.4704697,107.4579336,104.8528066,72.26842939,0.3922145449483631,0.0828195359694859,0.1041288180123947,0.03371266501440282,0.5157865968324976,0.09311465024162134
SCAL,2017-10-23T00:00:00Z,15.794552,0.016684625602452464,374.330638,99.641256,306.715953,23.993321,343.24618699999996,61.096585000000005,7.709846000000001,0.4077645650135454,0.035803348528944554,0.487424059445544,0.04885286202984031,0.11125458933512296,0.03113200194929908
SCCF,2017-10-23T00:00:00Z,40.30463,0.07123229532147173,939.667657,264.97451,183.323722,40.538118,203.968235,91.09605499999999,36.49955,0.5254524315510583,0.013851657992804581,0.17793550796349689,0.021384336507356917,0.2737899737315572,0.0223839392212171
SCO,2017-10-23T00:00:00Z,120.670754,1.8292994157656022,1223.538235,455.41178199999996,151.679239,48.527076,196.17181300000001,155.82309999999998,48.838312,0.5379787065889686,0.08095736810448143,0.16931083718674014,0.04543161891020021,0.2943165346952536,0.08250574537146203
SCAL,2018-07-19T00:00:00Z,15.794552,0.017977870348957172,299.26078099999995,87.224946,290.723538,22.489761,281.52148,59.790902,15.146382,0.276790973345399,0.059880782759472236,0.536929727417185,0.04608300819113061,0.195945924538637,0.0377123038390066
SCCF,2018-07-19T00:00:00Z,40.30463,0.07595440473827657,838.857312,254.75129299999998,185.558709,26.412916000000003,171.14753399999998,89.980247,15.576306,0.6677655252219777,0.06464345916550965,0.18484257534584575,0.056448841624992634,0.15572640352159262,0.040283620550901934
SCO,2018-07-19T00:00:00Z,120.670754,2.6948494726403966,1143.357634,440.563587,141.91963299999998,49.263362,165.4661,141.836017,98.066194,0.42564960252892214,0.061962127876599465,0.11439131817161283,0.021477139757101985,0.44423240619707716,0.041616518276163424
SCAL,2018-02-28T00:00:00Z,15.794552,0.5510597057193,104.208044,40.300481999999995,164.28319,18.143491,208.435766,69.963043,10.905865,0.15885512456006942,0.0588392589869164,0.6121588593117345,0.0987034256409101,0.217641864068473,0.07883781533081252
SCCF,2018-02-28T00:00:00Z,40.30463,1.7466403683854517,357.556002,108.331215,116.14583400000001,25.711923000000002,126.85809400000001,76.645203,15.778009999999998,0.504972809791765,0.07054784109168002,0.22959661197449321,0.06221867303388235,0.26709534403334173,0.06358004164531254
SCO,2018-02-28T00:00:00Z,120.670754,6.620392838008183,620.745021,225.21987299999998,82.102858,35.47047,107.45793400000001,104.85280700000001,72.268429,0.3922145443742552,0.08281953584827992,0.10412881805762536,0.03371266502902197,0.5157865923111761,0.09311464942531904
SCCF,2016-09-23T00:00:00Z,40.30463,0.08142524708772314,1006.81292,275.318379,251.52337400000002,52.930690000000006,247.31052400000002,94.063395,5.614516,0.6277828995525064,0.06708378480205254,0.30998537640715873,0.07590723125156067,0.06626686712950165,0.02112454308731465
SCCF,2016-09-28T00:00:00Z,40.30463,0.06612334876521331,1203.149231,351.579128,172.046588,50.380706999999994,218.737483,118.294904,4.785483999999999,0.7025470276176075,0.06898441804011009,0.2687168599707272,0.06725403110233824,0.03847788567636802,0.014048690548430358
SCCF,2016-10-12T00:00:00Z,40.30463,0.09931299596332556,1037.9251359999998,311.339231,190.889003,47.521248,152.954616,129.180243,3.0887100000000003,0.75825633061996,0.07345032204526387,0.2127055128625855,0.06942645096376904,0.02997418169968716,0.010953519000904431
SCCF,2016-10-26T00:00:00Z,40.30463,0.08866886848989583,918.916049,273.92717500000003,192.454915,44.298601,238.828872,184.00666199999998,3.4693549999999997,0.7163297294757096,0.13593664025978847,0.2565094179857184,0.12975666141763884,0.02372006351118242,0.009419534683204504
SCCF,2016-11-14T00:00:00Z,40.30463,0.07680078086975972,1123.321467,342.426403,196.204404,38.661527,221.643701,146.08400699999999,18.366499,0.5778252012744218,0.09459045279512066,0.22405545165413485,0.058760341346466384,0.1993885932407993,0.06921234715800172
SCCF,2017-01-16T00:00:00Z,40.30463,0.28466787113937736,550.203655,143.43816900000002,249.806436,27.072788,292.55923099999995,110.203255,21.238708,0.37636563237086496,0.1012382687852418,0.40262598538555583,0.09922989010860396,0.2208342933295456,0.07100800292297427
SCCF,2017-01-20T00:00:00Z,40.30463,0.25618392402642737,569.359548,160.61630399999999,259.823922,27.827297,316.02308,117.05122399999999,22.084066,0.37639486742734396,0.09774864922108278,0.4037304979456176,0.09854077075795306,0.21760962028202535,0.06864606078331906
SCCF,2017-02-10T00:00:00Z,40.30463,0.5476792750186108,494.978732,130.44132,232.417238,23.836222,307.888488,102.531908,15.555646,0.321439770602623,0.07490678925765562,0.47796038815476577,0.08601461002740603,0.2001328856894371,0.06844519979170322
SCCF,2017-02-24T00:00:00Z,40.30463,0.24298169337453523,531.41701,146.147966,238.534084,22.326107,314.771781,101.439741,12.415324,0.32741164131901335,0.07224519976639888,0.4659334337453115,0.08929031009122862,0.20544857968097446,0.06624599159240047
SCCF,2017-03-22T00:00:00Z,40.30463,1.6239476998735864,430.749315,114.117019,207.390667,21.122944,273.702715,93.981177,13.089450000000001,0.30766980894785,0.0874409416994843,0.49553736656082187,0.09514432992906936,0.19598432140276761,0.07254769736874038
SCCF,2017-04-14T00:00:00Z,40.30463,0.43273433034358827,495.433555,135.564205,186.95782699999998,21.7117,221.084318,94.48970800000001,9.630535,0.40641071486846336,0.10497417723886028,0.39851308355923437,0.09865479588520194,0.1917175614552557,0.07144863287150464
SCCF,2017-04-21T00:00:00Z,40.30463,0.542269558638778,470.60222400000004,132.79645200000002,173.569022,21.683964,203.72200800000002,89.216266,6.995809,0.3885933594203339,0.09134757451494027,0.4505295104163048,0.10311549991406656,0.1547556441648965,0.07142549672911676
SCCF,2017-06-09T00:00:00Z,40.30463,0.19146495058239077,673.2908399999999,180.27097,164.863119,27.173649,161.306518,89.49981799999999,14.712902999999999,0.6150613809258318,0.06993921317853034,0.21755754270961417,0.05079742838065768,0.16710730927655432,0.03920024127361662
SCCF,2017-06-28T00:00:00Z,40.30463,0.20253226755061027,650.285944,167.571753,158.775001,27.297532,153.975319,82.769152,15.065320999999999,0.6055228997688585,0.06300261881367746,0.2238894881158694,0.047559749180784885,0.1761017825916605,0.04403417785707485
SCCF,2017-07-19T00:00:00Z,40.30463,0.1391431943166531,661.5396770000001,173.95214000000001,151.577963,31.686918000000002,141.381803,75.09048,12.557598,0.628399443350121,0.07143102889294208,0.22194692178788097,0.05836265113239868,0.153492389097124,0.04461549012545593
SCCF,2017-07-28T00:00:00Z,40.30463,0.08192366263768754,853.562281,223.914161,179.779944,32.717707999999995,171.51322399999998,83.788384,14.582474,0.6571950428798162,0.06340682747820212,0.20339749825817038,0.04765934953109614,0.15204188991018683,0.032553974477949006
SCCF,2017-08-02T00:00:00Z,40.30463,0.2774669737014446,522.2847499999999,132.567767,145.72283199999998,30.762652000000003,135.308821,66.45907199999999,16.043711,0.5443443705301526,0.06800735544597328,0.24907030488666576,0.06756593786779785,0.21774981293468768,0.05896603591009355
